Group,PrivateCreator,Elem,Name,Action
0002,,0013,ImplementationVersionName,@keep()
0008,,0005,SpecificCharacterSet,@keep()
0008,,0008,ImageType,@keep()
0008,,0012,InstanceCreationDate,@keep()
0008,,0013,InstanceCreationTime,@keep()
0008,,0016,SOPClassUID,@keep()
0008,,0018,SOPInstanceUID,@keep()
0008,,0020,StudyDate,@keep()
0008,,0021,SeriesDate,@keep()
0008,,0022,AcquisitionDate,@keep()
0008,,0023,ContentDate,@keep()
0008,,002A,AcquisitionDateTime,@keep()
0008,,0030,StudyTime,@keep()
0008,,0031,SeriesTime,@keep()
0008,,0032,AcquisitionTime,@keep()
0008,,0033,ContentTime,@keep()
0008,,0050,AccessionNumber,C10_NOTFOUND
0008,,0060,Modality,@keep()
0008,,0061,ModalitiesinStudy,@keep()
0008,,0064,ConversionType,@keep()
0008,,0068,PresentationIntentType,@keep()
0008,,0070,Manufacturer,@keep()
0008,,0080,InstitutionName,@keep()
0008,,0081,InstitutionAddress,@keep()
0008,,0090,ReferringPhysicianName,@empty()
0008,,1010,StationName,@empty()
0008,,1030,StudyDescription,@keep()
0008,,103E,SeriesDescription,@keep()
0008,,1080,AdmittingDiagnosesDescription,@keep()
0008,,1090,ManufacturerModelName,@keep()
0008,,1110,ReferencedStudySequence,@keep()
0008,,1111,ReferencedPerformedProcedureStepSequence,@keep()
0008,,1115,ReferencedSeriesSequence,@keep()
0008,,113A,ReferencedWaveformSequence,@keep()
0008,,1140,ReferencedImageSequence,@keep()
0008,,114A,ReferencedInstanceSequence,@keep()
0008,,1150,ReferencedSOPClassUID,@keep()
0008,,1155,ReferencedSOPInstanceUID,@keep()
0008,,1156,DefinitionSourceSequence,@keep()
0008,,1160,ReferencedFrameNumber,@keep()
0008,,1199,ReferencedSOPSequence,@keep()
0008,,1200,StudiesContainingOtherReferencedInstanceSequences,@keep()
0008,,1250,RelatedSeriesSequence,@keep()
0008,,2112,SourceImageSequence,@keep()
0008,,2142,StartTrim,@keep()
0008,,2143,StopTrim,@keep()
0008,,2144,RecommendedDisplayFrameRate,@keep()
0008,,2228,PrimaryAnatomicStructureSequence,@keep()
0008,,2230,PrimaryAnatomicStructureModifierSequence,@keep()
0008,,3010,IrradiationEventUID,@keep()
0008,,3012,RadiopharmaceuticalAdministrationEventUID,@keep()
0008,,9007,FrameType,@keep()
0008,,9092,ReferencedImageEvidenceSequence,@keep()
0008,,9121,ReferencedRawDataSequence,@keep()
0008,,9124,DerivationImageSequence,@keep()
0008,,9154,SourceImageEvidenceSequence,@keep()
0008,,9205,PixelPresentation,@keep()
0008,,9206,VolumetricProperties,@keep()
0008,,9207,VolumeBasedCalculationTechnique,@keep()
0008,,9208,ComplexImageComponent,@keep()
0008,,9209,AcquisitionContrast,@keep()
0008,,9215,DerivationCodeSequence,@keep()
0008,,9237,ReferencedPresentationStateSequence,@keep()
0008,,9410,ReferencedOtherPlaneSequence,@keep()
0008,,9458,FrameDisplaySequence,@keep()
0008,,9459,RecommendedDisplayFrameRateinFloat,@keep()
0008,,9460,SkipFrameRangeFlag,@keep()
0010,,0010,PatientName,@remove()
0010,,0020,PatientID,D1_NOTFOUND
0010,,0021,IssuerofPatientID,@empty()
0010,,0030,PatientBirthDate,C8_NOTFOUND
0010,,0040,PatientSex,@keep()
0010,,0200,QualityControlSubject,@keep()
0010,,1010,PatientAge,@keep()
0010,,1020,PatientSize,@keep()
0010,,1030,PatientWeight,@keep()
0010,,2000,MedicalAlerts,@keep()
0010,,2110,Allergies,@keep()
0010,,2160,EthnicGroup,@keep()
0010,,21A0,SmokingStatus,@keep()
0010,,21C0,PregnancyStatus,@keep()
0010,,21D0,LastMenstrualDate,@keep()
0010,,2203,PatientSexNeutered,@keep()
0010,,4000,PatientComments,@keep()
0010,,9431,ExaminedBodyThickness,@keep()
0016,,0004,ExposureTimeinSeconds,@keep()
0016,,0005,F-Number,@keep()
0018,,0010,Contrast/BolusAgent,@keep()
0018,,0012,Contrast/BolusAgentSequence,@keep()
0018,,0013,Contrast/BolusT1Relaxivity,@keep()
0018,,0014,Contrast/BolusAdministrationRouteSequence,@keep()
0018,,0015,BodyPartExamined,@keep()
0018,,0020,ScanningSequence,@keep()
0018,,0021,SequenceVariant,@keep()
0018,,0022,ScanOptions,@keep()
0018,,0023,MRAcquisitionType,@keep()
0018,,0024,SequenceName,@keep()
0018,,0025,AngioFlag,@keep()
0018,,0026,InterventionDrugInformationSequence,@keep()
0018,,0027,InterventionDrugStartTime,@keep()
0018,,0028,InterventionDrugDose,@keep()
0018,,0029,InterventionDrugCodeSequence,@keep()
0018,,0031,Radiopharmaceutical,@keep()
0018,,0034,InterventionDrugName,@keep()
0018,,0038,InterventionStatus,@keep()
0018,,0040,CineRate,@keep()
0018,,0042,InitialCineRunState,@keep()
0018,,0050,SliceThickness,@keep()
0018,,0060,KVP,@keep()
0018,,0070,CountsAccumulated,@keep()
0018,,0071,AcquisitionTerminationCondition,@keep()
0018,,0072,EffectiveDuration,@keep()
0018,,0073,AcquisitionStartCondition,@keep()
0018,,0074,AcquisitionStartConditionData,@keep()
0018,,0075,AcquisitionTerminationConditionData,@keep()
0018,,0080,RepetitionTime,@keep()
0018,,0081,EchoTime,@keep()
0018,,0082,InversionTime,@keep()
0018,,0083,NumberofAverages,@keep()
0018,,0084,ImagingFrequency,@keep()
0018,,0085,ImagedNucleus,@keep()
0018,,0086,EchoNumber(s),@keep()
0018,,0087,MagneticFieldStrength,@keep()
0018,,0088,SpacingBetweenSlices,@keep()
0018,,0089,NumberofPhaseEncodingSteps,@keep()
0018,,0090,DataCollectionDiameter,@keep()
0018,,0091,EchoTrainLength,@keep()
0018,,0093,PercentSampling,@keep()
0018,,0094,PercentPhaseFieldofView,@keep()
0018,,0095,PixelBandwidth,@keep()
0018,,1000,DeviceSerialNumber,@empty()
0018,,1006,GridID,@keep()
0018,,1012,DateofSecondaryCapture,@keep()
0018,,1014,TimeofSecondaryCapture,@keep()
0018,,1020,SoftwareVersions,@keep()
0018,,1030,ProtocolName,@keep()
0018,,1041,Contrast/BolusVolume,@keep()
0018,,1042,Contrast/BolusStartTime,@keep()
0018,,1043,Contrast/BolusStopTime,@keep()
0018,,1044,Contrast/BolusTotalDose,@keep()
0018,,1045,SyringeCounts,@keep()
0018,,1046,ContrastFlowRate,@keep()
0018,,1047,ContrastFlowDuration,@keep()
0018,,1048,Contrast/BolusIngredient,@keep()
0018,,1049,Contrast/BolusIngredientConcentration,@keep()
0018,,1050,SpatialResolution,@keep()
0018,,1060,TriggerTime,@keep()
0018,,1061,TriggerSourceorType,@keep()
0018,,1062,NominalInterval,@keep()
0018,,1063,FrameTime,@keep()
0018,,1064,CardiacFramingType,@keep()
0018,,1065,FrameTimeVector,@keep()
0018,,1066,FrameDelay,@keep()
0018,,1067,ImageTriggerDelay,@keep()
0018,,1068,MultiplexGroupTimeOffset,@keep()
0018,,1069,TriggerTimeOffset,@keep()
0018,,106A,SynchronizationTrigger,@keep()
0018,,106E,TriggerSamplePosition,@keep()
0018,,1071,RadiopharmaceuticalVolume,@keep()
0018,,1072,RadiopharmaceuticalStartTime,@keep()
0018,,1073,RadiopharmaceuticalStopTime,@keep()
0018,,1074,RadionuclideTotalDose,@keep()
0018,,1075,RadionuclideHalfLife,@keep()
0018,,1076,RadionuclidePositronFraction,@keep()
0018,,1077,RadiopharmaceuticalSpecificActivity,@keep()
0018,,1078,RadiopharmaceuticalStartDateTime,@keep()
0018,,1079,RadiopharmaceuticalStopDateTime,@keep()
0018,,1080,BeatRejectionFlag,@keep()
0018,,1081,LowR-RValue,@keep()
0018,,1082,HighR-RValue,@keep()
0018,,1083,IntervalsAcquired,@keep()
0018,,1084,IntervalsRejected,@keep()
0018,,1086,SkipBeats,@keep()
0018,,1088,HeartRate,@keep()
0018,,1090,CardiacNumberofImages,@keep()
0018,,1094,TriggerWindow,@keep()
0018,,1100,ReconstructionDiameter,@keep()
0018,,1110,DistanceSourcetoDetector,@keep()
0018,,1111,DistanceSourcetoPatient,@keep()
0018,,1114,EstimatedRadiographicMagnificationFactor,@keep()
0018,,1120,Gantry/DetectorTilt,@keep()
0018,,1121,Gantry/DetectorSlew,@keep()
0018,,1130,TableHeight,@keep()
0018,,1131,TableTraverse,@keep()
0018,,1134,TableMotion,@keep()
0018,,1135,TableVerticalIncrement,@keep()
0018,,1136,TableLateralIncrement,@keep()
0018,,1137,TableLongitudinalIncrement,@keep()
0018,,1138,TableAngle,@keep()
0018,,113A,TableType,@keep()
0018,,1140,RotationDirection,@keep()
0018,,1142,RadialPosition,@keep()
0018,,1143,ScanArc,@keep()
0018,,1144,AngularStep,@keep()
0018,,1145,CenterofRotationOffset,@keep()
0018,,1147,FieldofViewShape,@keep()
0018,,1149,FieldofViewDimension(s),@keep()
0018,,1150,ExposureTime,@keep()
0018,,1151,X-RayTubeCurrent,@keep()
0018,,1152,Exposure,@keep()
0018,,1153,ExposureinµAs,@keep()
0018,,1154,AveragePulseWidth,@keep()
0018,,1155,RadiationSetting,@keep()
0018,,1156,RectificationType,@keep()
0018,,115A,RadiationMode,@keep()
0018,,115E,ImageandFluoroscopyAreaDoseProduct,@keep()
0018,,1160,FilterType,@keep()
0018,,1162,IntensifierSize,@keep()
0018,,1164,ImagerPixelSpacing,@keep()
0018,,1166,Grid,@keep()
0018,,1170,GeneratorPower,@keep()
0018,,1180,Collimator/gridName,@keep()
0018,,1181,CollimatorType,@keep()
0018,,1182,FocalDistance,@keep()
0018,,1183,XFocusCenter,@keep()
0018,,1184,YFocusCenter,@keep()
0018,,1190,FocalSpot(s),@keep()
0018,,1191,AnodeTargetMaterial,@keep()
0018,,11A0,BodyPartThickness,@keep()
0018,,11A2,CompressionForce,@keep()
0018,,11A3,CompressionPressure,@keep()
0018,,11A5,CompressionContactArea,@keep()
0018,,1210,ConvolutionKernel,@keep()
0018,,1242,ActualFrameDuration,@keep()
0018,,1243,CountRate,@keep()
0018,,1244,PreferredPlaybackSequencing,@keep()
0018,,1250,ReceiveCoilName,@keep()
0018,,1251,TransmitCoilName,@keep()
0018,,1271,WaterEquivalentDiameter,@keep()
0018,,1272,WaterEquivalentDiameterCalculationMethodCodeSequence,@keep()
0018,,1300,ScanVelocity,@keep()
0018,,1301,WholeBodyTechnique,@keep()
0018,,1302,ScanLength,@keep()
0018,,1310,AcquisitionMatrix,@keep()
0018,,1312,In-planePhaseEncodingDirection,@keep()
0018,,1314,FlipAngle,@keep()
0018,,1315,VariableFlipAngleFlag,@keep()
0018,,1316,SAR,@keep()
0018,,1318,dB/dt,@keep()
0018,,1320,B1rms,@keep()
0018,,1400,AcquisitionDeviceProcessingDescription,@remove()
0018,,1402,CassetteOrientation,@keep()
0018,,1403,CassetteSize,@keep()
0018,,1404,ExposuresonPlate,@keep()
0018,,1405,RelativeX-RayExposure,@keep()
0018,,1411,ExposureIndex,@keep()
0018,,1412,TargetExposureIndex,@keep()
0018,,1413,DeviationIndex,@keep()
0018,,1450,ColumnAngulation,@keep()
0018,,1460,TomoLayerHeight,@keep()
0018,,1470,TomoAngle,@keep()
0018,,1480,TomoTime,@keep()
0018,,1490,TomoType,@keep()
0018,,1491,TomoClass,@keep()
0018,,1495,NumberofTomosynthesisSourceImages,@keep()
0018,,1500,PositionerMotion,@keep()
0018,,1508,PositionerType,@keep()
0018,,1510,PositionerPrimaryAngle,@keep()
0018,,1511,PositionerSecondaryAngle,@keep()
0018,,1520,PositionerPrimaryAngleIncrement,@keep()
0018,,1521,PositionerSecondaryAngleIncrement,@keep()
0018,,1530,DetectorPrimaryAngle,@keep()
0018,,1531,DetectorSecondaryAngle,@keep()
0018,,1600,ShutterShape,@keep()
0018,,1602,ShutterLeftVerticalEdge,@keep()
0018,,1604,ShutterRightVerticalEdge,@keep()
0018,,1606,ShutterUpperHorizontalEdge,@keep()
0018,,1608,ShutterLowerHorizontalEdge,@keep()
0018,,1610,CenterofCircularShutter,@keep()
0018,,1612,RadiusofCircularShutter,@keep()
0018,,1620,VerticesofthePolygonalShutter,@keep()
0018,,1622,ShutterPresentationValue,@keep()
0018,,1623,ShutterOverlayGroup,@keep()
0018,,1624,ShutterPresentationColorCIELabValue,@keep()
0018,,1630,OutlineShapeType,@keep()
0018,,1631,OutlineLeftVerticalEdge,@keep()
0018,,1632,OutlineRightVerticalEdge,@keep()
0018,,1633,OutlineUpperHorizontalEdge,@keep()
0018,,1634,OutlineLowerHorizontalEdge,@keep()
0018,,1635,CenterofCircularOutline,@keep()
0018,,1636,DiameterofCircularOutline,@keep()
0018,,1637,NumberofPolygonalVertices,@keep()
0018,,1638,VerticesofthePolygonalOutline,@keep()
0018,,1700,CollimatorShape,@keep()
0018,,1702,CollimatorLeftVerticalEdge,@keep()
0018,,1704,CollimatorRightVerticalEdge,@keep()
0018,,1706,CollimatorUpperHorizontalEdge,@keep()
0018,,1708,CollimatorLowerHorizontalEdge,@keep()
0018,,1710,CenterofCircularCollimator,@keep()
0018,,1712,RadiusofCircularCollimator,@keep()
0018,,1720,VerticesofthePolygonalCollimator,@keep()
0018,,1800,AcquisitionTimeSynchronized,@keep()
0018,,1802,TimeDistributionProtocol,@keep()
0018,,2001,PageNumberVector,@keep()
0018,,2002,FrameLabelVector,@keep()
0018,,2003,FramePrimaryAngleVector,@keep()
0018,,2004,FrameSecondaryAngleVector,@keep()
0018,,2005,SliceLocationVector,@keep()
0018,,2010,NominalScannedPixelSpacing,@keep()
0018,,2020,DigitizingDeviceTransportDirection,@keep()
0018,,2030,RotationofScannedFilm,@keep()
0018,,2041,BiopsyTargetSequence,@keep()
0018,,2042,TargetUID,@keep()
0018,,2043,LocalizingCursorPosition,@keep()
0018,,2044,CalculatedTargetPosition,@keep()
0018,,2046,DisplayedZValue,@keep()
0018,,3100,IVUSAcquisition,@keep()
0018,,3101,IVUSPullbackRate,@keep()
0018,,3102,IVUSGatedRate,@keep()
0018,,3103,IVUSPullbackStartFrameNumber,@keep()
0018,,3104,IVUSPullbackStopFrameNumber,@keep()
0018,,3105,LesionNumber,@keep()
0018,,5000,OutputPower,@keep()
0018,,5012,FocusDepth,@keep()
0018,,5022,MechanicalIndex,@keep()
0018,,5024,BoneThermalIndex,@keep()
0018,,5026,CranialThermalIndex,@keep()
0018,,5027,SoftTissueThermalIndex,@keep()
0018,,5028,SoftTissue-focusThermalIndex,@keep()
0018,,5029,SoftTissue-surfaceThermalIndex,@keep()
0018,,5050,DepthofScanField,@keep()
0018,,5100,PatientPosition,@keep()
0018,,5101,ViewPosition,@keep()
0018,,6000,Sensitivity,@keep()
0018,,6011,SequenceofUltrasoundRegions,@keep()
0018,,6012,RegionSpatialFormat,@keep()
0018,,6014,RegionDataType,@keep()
0018,,6016,RegionFlags,@keep()
0018,,6018,RegionLocationMinX0,@keep()
0018,,601A,RegionLocationMinY0,@keep()
0018,,601C,RegionLocationMaxX1,@keep()
0018,,601E,RegionLocationMaxY1,@keep()
0018,,6020,ReferencePixelX0,@keep()
0018,,6022,ReferencePixelY0,@keep()
0018,,6024,PhysicalUnitsXDirection,@keep()
0018,,6026,PhysicalUnitsYDirection,@keep()
0018,,6028,ReferencePixelPhysicalValueX,@keep()
0018,,602A,ReferencePixelPhysicalValueY,@keep()
0018,,602C,PhysicalDeltaX,@keep()
0018,,602E,PhysicalDeltaY,@keep()
0018,,6030,TransducerFrequency,@keep()
0018,,6031,TransducerType,@keep()
0018,,6032,PulseRepetitionFrequency,@keep()
0018,,6034,DopplerCorrectionAngle,@keep()
0018,,6036,SteeringAngle,@keep()
0018,,6039,DopplerSampleVolumeXPosition,@keep()
0018,,603B,DopplerSampleVolumeYPosition,@keep()
0018,,603D,TM-LinePositionX0,@keep()
0018,,603F,TM-LinePositionY0,@keep()
0018,,6041,TM-LinePositionX1,@keep()
0018,,6043,TM-LinePositionY1,@keep()
0018,,6044,PixelComponentOrganization,@keep()
0018,,6046,PixelComponentMask,@keep()
0018,,6048,PixelComponentRangeStart,@keep()
0018,,604A,PixelComponentRangeStop,@keep()
0018,,604C,PixelComponentPhysicalUnits,@keep()
0018,,604E,PixelComponentDataType,@keep()
0018,,6050,NumberofTableBreakPoints,@keep()
0018,,6052,TableofXBreakPoints,@keep()
0018,,6054,TableofYBreakPoints,@keep()
0018,,6056,NumberofTableEntries,@keep()
0018,,6058,TableofPixelValues,@keep()
0018,,605A,TableofParameterValues,@keep()
0018,,6060,RWaveTimeVector,@keep()
0018,,7000,DetectorConditionsNominalFlag,@keep()
0018,,7001,DetectorTemperature,@keep()
0018,,7004,DetectorType,@keep()
0018,,7005,DetectorConfiguration,@keep()
0018,,700A,DetectorID,@remove()
0018,,700C,DateofLastDetectorCalibration,@empty()
0018,,700E,TimeofLastDetectorCalibration,@empty()
0018,,7010,ExposuresonDetectorSinceLastCalibration,@keep()
0018,,7011,ExposuresonDetectorSinceManufactured,@keep()
0018,,7012,DetectorTimeSinceLastExposure,@keep()
0018,,7014,DetectorActiveTime,@keep()
0018,,7016,DetectorActivationOffsetFromExposure,@keep()
0018,,701A,DetectorBinning,@keep()
0018,,7020,DetectorElementPhysicalSize,@keep()
0018,,7022,DetectorElementSpacing,@keep()
0018,,7024,DetectorActiveShape,@keep()
0018,,7026,DetectorActiveDimension(s),@keep()
0018,,7028,DetectorActiveOrigin,@keep()
0018,,702A,DetectorManufacturerName,@keep()
0018,,7030,FieldofViewOrigin,@keep()
0018,,7032,FieldofViewRotation,@keep()
0018,,7034,FieldofViewHorizontalFlip,@keep()
0018,,7036,PixelDataAreaOriginRelativeToFOV,@keep()
0018,,7038,PixelDataAreaRotationAngleRelativeToFOV,@keep()
0018,,7040,GridAbsorbingMaterial,@keep()
0018,,7041,GridSpacingMaterial,@keep()
0018,,7042,GridThickness,@keep()
0018,,7044,GridPitch,@keep()
0018,,7046,GridAspectRatio,@keep()
0018,,7048,GridPeriod,@keep()
0018,,704C,GridFocalDistance,@keep()
0018,,7050,FilterMaterial,@keep()
0018,,7052,FilterThicknessMinimum,@keep()
0018,,7054,FilterThicknessMaximum,@keep()
0018,,7056,FilterBeamPathLengthMinimum,@keep()
0018,,7058,FilterBeamPathLengthMaximum,@keep()
0018,,7060,ExposureControlMode,@keep()
0018,,7064,ExposureStatus,@keep()
0018,,7065,PhototimerSetting,@keep()
0018,,8150,ExposureTimeinµS,@keep()
0018,,8151,X-RayTubeCurrentinµA,@keep()
0018,,9004,ContentQualification,@keep()
0018,,9005,PulseSequenceName,@keep()
0018,,9006,MRImagingModifierSequence,@keep()
0018,,9008,EchoPulseSequence,@keep()
0018,,9009,InversionRecovery,@keep()
0018,,9010,FlowCompensation,@keep()
0018,,9011,MultipleSpinEcho,@keep()
0018,,9012,Multi-planarExcitation,@keep()
0018,,9014,PhaseContrast,@keep()
0018,,9015,TimeofFlightContrast,@keep()
0018,,9016,Spoiling,@keep()
0018,,9017,SteadyStatePulseSequence,@keep()
0018,,9018,EchoPlanarPulseSequence,@keep()
0018,,9019,TagAngleFirstAxis,@keep()
0018,,9020,MagnetizationTransfer,@keep()
0018,,9021,T2Preparation,@keep()
0018,,9022,BloodSignalNulling,@keep()
0018,,9024,SaturationRecovery,@keep()
0018,,9025,SpectrallySelectedSuppression,@keep()
0018,,9026,SpectrallySelectedExcitation,@keep()
0018,,9027,SpatialPre-saturation,@keep()
0018,,9028,Tagging,@keep()
0018,,9029,OversamplingPhase,@keep()
0018,,9030,TagSpacingFirstDimension,@keep()
0018,,9032,Geometryofk-SpaceTraversal,@keep()
0018,,9033,Segmentedk-SpaceTraversal,@keep()
0018,,9034,RectilinearPhaseEncodeReordering,@keep()
0018,,9035,TagThickness,@keep()
0018,,9036,PartialFourierDirection,@keep()
0018,,9037,CardiacSynchronizationTechnique,@keep()
0018,,9041,ReceiveCoilManufacturerName,@keep()
0018,,9042,MRReceiveCoilSequence,@keep()
0018,,9043,ReceiveCoilType,@keep()
0018,,9044,QuadratureReceiveCoil,@keep()
0018,,9045,Multi-CoilDefinitionSequence,@keep()
0018,,9046,Multi-CoilConfiguration,@keep()
0018,,9047,Multi-CoilElementName,@keep()
0018,,9048,Multi-CoilElementUsed,@keep()
0018,,9049,MRTransmitCoilSequence,@keep()
0018,,9050,TransmitCoilManufacturerName,@keep()
0018,,9051,TransmitCoilType,@keep()
0018,,9052,SpectralWidth,@keep()
0018,,9053,ChemicalShiftReference,@keep()
0018,,9054,VolumeLocalizationTechnique,@keep()
0018,,9058,MRAcquisitionFrequencyEncodingSteps,@keep()
0018,,9059,De-coupling,@keep()
0018,,9060,De-coupledNucleus,@keep()
0018,,9061,De-couplingFrequency,@keep()
0018,,9062,De-couplingMethod,@keep()
0018,,9063,De-couplingChemicalShiftReference,@keep()
0018,,9064,k-spaceFiltering,@keep()
0018,,9065,TimeDomainFiltering,@keep()
0018,,9066,NumberofZeroFills,@keep()
0018,,9067,BaselineCorrection,@keep()
0018,,9069,ParallelReductionFactorIn-plane,@keep()
0018,,9070,CardiacR-RIntervalSpecified,@keep()
0018,,9073,AcquisitionDuration,@keep()
0018,,9074,FrameAcquisitionDateTime,@keep()
0018,,9075,DiffusionDirectionality,@keep()
0018,,9076,DiffusionGradientDirectionSequence,@keep()
0018,,9077,ParallelAcquisition,@keep()
0018,,9078,ParallelAcquisitionTechnique,@keep()
0018,,9079,InversionTimes,@keep()
0018,,9080,MetaboliteMapDescription,@keep()
0018,,9081,PartialFourier,@keep()
0018,,9082,EffectiveEchoTime,@keep()
0018,,9084,ChemicalShiftSequence,@keep()
0018,,9085,CardiacSignalSource,@keep()
0018,,9087,Diffusionb-value,@keep()
0018,,9089,DiffusionGradientOrientation,@keep()
0018,,9090,VelocityEncodingDirection,@keep()
0018,,9091,VelocityEncodingMinimumValue,@keep()
0018,,9092,VelocityEncodingAcquisitionSequence,@keep()
0018,,9093,Numberofk-SpaceTrajectories,@keep()
0018,,9094,Coverageofk-Space,@keep()
0018,,9095,SpectroscopyAcquisitionPhaseRows,@keep()
0018,,9098,TransmitterFrequency,@keep()
0018,,9100,ResonantNucleus,@keep()
0018,,9101,FrequencyCorrection,@keep()
0018,,9103,MRSpectroscopyFOV/GeometrySequence,@keep()
0018,,9104,SlabThickness,@keep()
0018,,9105,SlabOrientation,@keep()
0018,,9106,MidSlabPosition,@keep()
0018,,9107,MRSpatialSaturationSequence,@keep()
0018,,9112,MRTimingandRelatedParametersSequence,@keep()
0018,,9114,MREchoSequence,@keep()
0018,,9115,MRModifierSequence,@keep()
0018,,9117,MRDiffusionSequence,@keep()
0018,,9118,CardiacSynchronizationSequence,@keep()
0018,,9119,MRAveragesSequence,@keep()
0018,,9125,MRFOV/GeometrySequence,@keep()
0018,,9126,VolumeLocalizationSequence,@keep()
0018,,9127,SpectroscopyAcquisitionDataColumns,@keep()
0018,,9147,DiffusionAnisotropyType,@keep()
0018,,9151,FrameReferenceDateTime,@keep()
0018,,9152,MRMetaboliteMapSequence,@keep()
0018,,9155,ParallelReductionFactorout-of-plane,@keep()
0018,,9159,SpectroscopyAcquisitionOut-of-planePhaseSteps,@keep()
0018,,9168,ParallelReductionFactorSecondIn-plane,@keep()
0018,,9169,CardiacBeatRejectionTechnique,@keep()
0018,,9170,RespiratoryMotionCompensationTechnique,@keep()
0018,,9171,RespiratorySignalSource,@keep()
0018,,9172,BulkMotionCompensationTechnique,@keep()
0018,,9173,BulkMotionSignalSource,@keep()
0018,,9174,ApplicableSafetyStandardAgency,@keep()
0018,,9176,OperatingModeSequence,@keep()
0018,,9177,OperatingModeType,@keep()
0018,,9178,OperatingMode,@keep()
0018,,9179,SpecificAbsorptionRateDefinition,@keep()
0018,,9180,GradientOutputType,@keep()
0018,,9181,SpecificAbsorptionRateValue,@keep()
0018,,9182,GradientOutput,@keep()
0018,,9183,FlowCompensationDirection,@keep()
0018,,9184,TaggingDelay,@keep()
0018,,9195,ChemicalShiftMinimumIntegrationLimitinHz,@keep()
0018,,9196,ChemicalShiftMaximumIntegrationLimitinHz,@keep()
0018,,9197,MRVelocityEncodingSequence,@keep()
0018,,9198,FirstOrderPhaseCorrection,@keep()
0018,,9199,WaterReferencedPhaseCorrection,@keep()
0018,,9200,MRSpectroscopyAcquisitionType,@keep()
0018,,9214,RespiratoryCyclePosition,@keep()
0018,,9217,VelocityEncodingMaximumValue,@keep()
0018,,9218,TagSpacingSecondDimension,@keep()
0018,,9219,TagAngleSecondAxis,@keep()
0018,,9220,FrameAcquisitionDuration,@keep()
0018,,9226,MRImageFrameTypeSequence,@keep()
0018,,9227,MRSpectroscopyFrameTypeSequence,@keep()
0018,,9231,MRAcquisitionPhaseEncodingStepsin-plane,@keep()
0018,,9232,MRAcquisitionPhaseEncodingStepsout-of-plane,@keep()
0018,,9234,SpectroscopyAcquisitionPhaseColumns,@keep()
0018,,9236,CardiacCyclePosition,@keep()
0018,,9239,SpecificAbsorptionRateSequence,@keep()
0018,,9240,RFEchoTrainLength,@keep()
0018,,9241,GradientEchoTrainLength,@keep()
0018,,9250,ArterialSpinLabelingContrast,@keep()
0018,,9251,MRArterialSpinLabelingSequence,@empty()
0018,,9253,ASLSlabNumber,@keep()
0018,,9254,ASLSlabThickness,@keep()
0018,,9255,ASLSlabOrientation,@keep()
0018,,9256,ASLMidSlabPosition,@keep()
0018,,9257,ASLContext,@keep()
0018,,9258,ASLPulseTrainDuration,@keep()
0018,,9259,ASLCrusherFlag,@keep()
0018,,925A,ASLCrusherFlowLimit,@keep()
0018,,925B,ASLCrusherDescription,@remove()
0018,,925C,ASLBolusCut-offFlag,@keep()
0018,,925D,ASLBolusCut-offTimingSequence,@keep()
0018,,925E,ASLBolusCut-offTechnique,@keep()
0018,,925F,ASLBolusCut-offDelayTime,@keep()
0018,,9260,ASLSlabSequence,@keep()
0018,,9295,ChemicalShiftMinimumIntegrationLimitinppm,@keep()
0018,,9296,ChemicalShiftMaximumIntegrationLimitinppm,@keep()
0018,,9297,WaterReferenceAcquisition,@keep()
0018,,9298,EchoPeakPosition,@keep()
0018,,9301,CTAcquisitionTypeSequence,@keep()
0018,,9302,AcquisitionType,@keep()
0018,,9303,TubeAngle,@keep()
0018,,9304,CTAcquisitionDetailsSequence,@keep()
0018,,9305,RevolutionTime,@keep()
0018,,9306,SingleCollimationWidth,@keep()
0018,,9307,TotalCollimationWidth,@keep()
0018,,9308,CTTableDynamicsSequence,@keep()
0018,,9309,TableSpeed,@keep()
0018,,9310,TableFeedperRotation,@keep()
0018,,9311,SpiralPitchFactor,@keep()
0018,,9312,CTGeometrySequence,@keep()
0018,,9313,DataCollectionCenter(Patient),@keep()
0018,,9314,CTReconstructionSequence,@keep()
0018,,9315,ReconstructionAlgorithm,@keep()
0018,,9316,ConvolutionKernelGroup,@keep()
0018,,9317,ReconstructionFieldofView,@keep()
0018,,9318,ReconstructionTargetCenter(Patient),@keep()
0018,,9319,ReconstructionAngle,@keep()
0018,,9320,ImageFilter,@keep()
0018,,9321,CTExposureSequence,@keep()
0018,,9322,ReconstructionPixelSpacing,@keep()
0018,,9323,ExposureModulationType,@keep()
0018,,9324,EstimatedDoseSaving,@keep()
0018,,9325,CTX-RayDetailsSequence,@keep()
0018,,9326,CTPositionSequence,@keep()
0018,,9327,TablePosition,@keep()
0018,,9328,ExposureTimeinms,@keep()
0018,,9329,CTImageFrameTypeSequence,@keep()
0018,,9330,X-RayTubeCurrentinmA,@keep()
0018,,9332,ExposureinmAs,@keep()
0018,,9333,ConstantVolumeFlag,@keep()
0018,,9334,FluoroscopyFlag,@keep()
0018,,9335,DistanceSourcetoDataCollectionCenter,@keep()
